,Sigla,Início Vigência,Fim Vigência,Subgrupo,Modalidade,Posto,Unidade,TUSD,TE
145269,Energisa MG,2020-07-01,2021-06-21,A4,Azul,Ponta,R$/kW,52.04,0.0
145272,Energisa MG,2020-06-22,2020-06-30,A4,Azul,Ponta,R$/MWh,82.76,446.3
145273,Energisa MG,2020-07-01,2021-06-21,A4,Azul,Ponta,R$/MWh,90.57,468.17
145298,Energisa MG,2020-06-22,2020-06-30,A4,Verde APE,Fora ponta,R$/MWh,19.93,0.0
145299,Energisa MG,2020-07-01,2021-06-21,A4,Verde APE,Fora ponta,R$/MWh,20.94,0.0
145302,Energisa MG,2020-06-22,2020-06-30,A4,Verde,Fora ponta,R$/MWh,82.76,264.87
145303,Energisa MG,2020-07-01,2021-06-21,A4,Verde,Fora ponta,R$/MWh,90.57,277.99
145305,Energisa MG,2020-06-22,2020-06-30,A4,Verde APE,Não se aplica,R$/kW,19.94,0.0
145307,Energisa MG,2020-07-01,2021-06-21,A4,Verde APE,Não se aplica,R$/kW,20.83,0.0
145309,Energisa MG,2020-06-22,2020-06-30,A4,Verde,Não se aplica,R$/kW,19.94,0.0
145311,Energisa MG,2020-07-01,2021-06-21,A4,Verde,Não se aplica,R$/kW,20.83,0.0
145313,Energisa MG,2020-06-22,2020-06-30,A4,Verde APE,Ponta,R$/MWh,1249.94,0.0
145315,Energisa MG,2020-07-01,2021-06-21,A4,Verde APE,Ponta,R$/MWh,1285.68,0.0
145318,Energisa MG,2020-06-22,2020-06-30,A4,Verde,Ponta,R$/MWh,1312.78,446.3
145319,Energisa MG,2020-07-01,2021-06-21,A4,Verde,Ponta,R$/MWh,1355.31,468.17
145445,Energisa MS,2016-04-08,2017-04-07,A2,Azul APE,Fora ponta,R$/kW,6.69,0.0
145447,Energisa MS,2016-04-08,2017-04-07,A2,Azul APE,Fora ponta,R$/MWh,13.82,0.0
145449,Energisa MS,2016-04-08,2017-04-07,A2,Azul,Fora ponta,R$/kW,6.69,0.0
145451,Energisa MS,2016-04-08,2017-04-07,A2,Azul,Fora ponta,R$/MWh,68.28,229.36
145453,Energisa MS,2016-04-08,2017-04-07,A2,Azul APE,Ponta,R$/kW,21.41,0.0
145455,Energisa MS,2016-04-08,2017-04-07,A2,Azul APE,Ponta,R$/MWh,13.82,0.0
145457,Energisa MS,2016-04-08,2017-04-07,A2,Azul,Ponta,R$/kW,21.41,0.0
145459,Energisa MS,2016-04-08,2017-04-07,A2,Azul,Ponta,R$/MWh,68.28,358.71
145501,Energisa MS,2016-04-08,2017-04-07,A3,Azul APE,Fora ponta,R$/kW,11.01,0.0
145503,Energisa MS,2016-04-08,2017-04-07,A3,Azul APE,Fora ponta,R$/MWh,17.03,0.0
145505,Energisa MS,2016-04-08,2017-04-07,A3,Azul,Fora ponta,R$/kW,11.01,0.0
145507,Energisa MS,2016-04-08,2017-04-07,A3,Azul,Fora ponta,R$/MWh,71.49,229.36
145509,Energisa MS,2016-04-08,2017-04-07,A3,Azul APE,Ponta,R$/kW,34.4,0.0
145511,Energisa MS,2016-04-08,2017-04-07,A3,Azul APE,Ponta,R$/MWh,17.03,0.0
145513,Energisa MS,2016-04-08,2017-04-07,A3,Azul,Ponta,R$/kW,34.4,0.0
145515,Energisa MS,2016-04-08,2017-04-07,A3,Azul,Ponta,R$/MWh,71.49,358.71
145517,Energisa MS,2016-04-08,2017-04-07,A3a,Azul APE,Fora ponta,R$/kW,14.68,0.0
145519,Energisa MS,2016-04-08,2017-04-07,A3a,Azul APE,Fora ponta,R$/MWh,22.5,0.0
145521,Energisa MS,2016-04-08,2017-04-07,A3a,Azul,Fora ponta,R$/kW,14.68,0.0
145523,Energisa MS,2016-04-08,2017-04-07,A3a,Azul,Fora ponta,R$/MWh,76.96,229.36
145525,Energisa MS,2016-04-08,2017-04-07,A3a,Azul APE,Ponta,R$/kW,42.9,0.0
145527,Energisa MS,2016-04-08,2017-04-07,A3a,Azul APE,Ponta,R$/MWh,22.5,0.0
145529,Energisa MS,2016-04-08,2017-04-07,A3a,Azul,Ponta,R$/kW,42.9,0.0
145531,Energisa MS,2016-04-08,2017-04-07,A3a,Azul,Ponta,R$/MWh,76.96,358.71
145545,Energisa MS,2016-04-08,2017-04-07,A3a,Verde APE,Fora ponta,R$/MWh,22.5,0.0
145547,Energisa MS,2016-04-08,2017-04-07,A3a,Verde,Fora ponta,R$/MWh,76.96,229.36
145549,Energisa MS,2016-04-08,2017-04-07,A3a,Verde APE,Não se aplica,R$/kW,14.68,0.0
145551,Energisa MS,2016-04-08,2017-04-07,A3a,Verde,Não se aplica,R$/kW,14.68,0.0
145553,Energisa MS,2016-04-08,2017-04-07,A3a,Verde APE,Ponta,R$/MWh,1061.53,0.0
145555,Energisa MS,2016-04-08,2017-04-07,A3a,Verde,Ponta,R$/MWh,1115.99,358.71
145557,Energisa MS,2016-04-08,2017-04-07,A4,Azul APE,Fora ponta,R$/kW,14.68,0.0
145559,Energisa MS,2016-04-08,2017-04-07,A4,Azul APE,Fora ponta,R$/MWh,22.5,0.0
145561,Energisa MS,2016-04-08,2017-04-07,A4,Azul,Fora ponta,R$/kW,14.68,0.0
145563,Energisa MS,2016-04-08,2017-04-07,A4,Azul,Fora ponta,R$/MWh,76.96,229.36
145565,Energisa MS,2016-04-08,2017-04-07,A4,Azul APE,Ponta,R$/kW,42.9,0.0
145567,Energisa MS,2016-04-08,2017-04-07,A4,Azul APE,Ponta,R$/MWh,22.5,0.0
145569,Energisa MS,2016-04-08,2017-04-07,A4,Azul,Ponta,R$/kW,42.9,0.0
145571,Energisa MS,2016-04-08,2017-04-07,A4,Azul,Ponta,R$/MWh,76.96,358.71
145579,Energisa MS,2016-04-08,2017-04-07,A4,Verde APE,Fora ponta,R$/MWh,22.5,0.0
145581,Energisa MS,2016-04-08,2017-04-07,A4,Verde,Fora ponta,R$/MWh,76.96,229.36
145583,Energisa MS,2016-04-08,2017-04-07,A4,Verde APE,Não se aplica,R$/kW,14.68,0.0
145585,Energisa MS,2016-04-08,2017-04-07,A4,Verde,Não se aplica,R$/kW,14.68,0.0
145587,Energisa MS,2016-04-08,2017-04-07,A4,Verde APE,Ponta,R$/MWh,1061.53,0.0
145589,Energisa MS,2016-04-08,2017-04-07,A4,Verde,Ponta,R$/MWh,1115.99,358.71
145637,Energisa MS,2017-04-08,2018-04-07,A2,Azul APE,Fora ponta,R$/kW,9.06,0.0
145639,Energisa MS,2017-04-08,2018-04-07,A2,Azul APE,Fora ponta,R$/MWh,13.33,0.0
145641,Energisa MS,2017-04-08,2018-04-07,A2,Azul,Fora ponta,R$/kW,9.06,0.0
145643,Energisa MS,2017-04-08,2018-04-07,A2,Azul,Fora ponta,R$/MWh,38.54,232.65
145645,Energisa MS,2017-04-08,2018-04-07,A2,Azul APE,Ponta,R$/kW,24.76,0.0
145647,Energisa MS,2017-04-08,2018-04-07,A2,Azul APE,Ponta,R$/MWh,13.33,0.0
145649,Energisa MS,2017-04-08,2018-04-07,A2,Azul,Ponta,R$/kW,24.76,0.0
145651,Energisa MS,2017-04-08,2018-04-07,A2,Azul,Ponta,R$/MWh,38.54,362.86
145693,Energisa MS,2017-04-08,2018-04-07,A3,Azul APE,Fora ponta,R$/kW,14.71,0.0
145695,Energisa MS,2017-04-08,2018-04-07,A3,Azul APE,Fora ponta,R$/MWh,16.83,0.0
145697,Energisa MS,2017-04-08,2018-04-07,A3,Azul,Fora ponta,R$/kW,14.71,0.0
145699,Energisa MS,2017-04-08,2018-04-07,A3,Azul,Fora ponta,R$/MWh,42.04,232.65
145701,Energisa MS,2017-04-08,2018-04-07,A3,Azul APE,Ponta,R$/kW,43.05,0.0
145703,Energisa MS,2017-04-08,2018-04-07,A3,Azul APE,Ponta,R$/MWh,16.83,0.0
145705,Energisa MS,2017-04-08,2018-04-07,A3,Azul,Ponta,R$/kW,43.05,0.0
145707,Energisa MS,2017-04-08,2018-04-07,A3,Azul,Ponta,R$/MWh,42.04,362.86
145709,Energisa MS,2017-04-08,2018-04-07,A3a,Azul APE,Fora ponta,R$/kW,17.21,0.0
145711,Energisa MS,2017-04-08,2018-04-07,A3a,Azul APE,Fora ponta,R$/MWh,22.25,0.0
145713,Energisa MS,2017-04-08,2018-04-07,A3a,Azul,Fora ponta,R$/kW,17.21,0.0
145715,Energisa MS,2017-04-08,2018-04-07,A3a,Azul,Fora ponta,R$/MWh,48.42,232.65
145717,Energisa MS,2017-04-08,2018-04-07,A3a,Azul APE,Ponta,R$/kW,47.09,0.0
145719,Energisa MS,2017-04-08,2018-04-07,A3a,Azul APE,Ponta,R$/MWh,22.25,0.0
145721,Energisa MS,2017-04-08,2018-04-07,A3a,Azul,Ponta,R$/kW,47.09,0.0
145723,Energisa MS,2017-04-08,2018-04-07,A3a,Azul,Ponta,R$/MWh,48.42,362.86
145737,Energisa MS,2017-04-08,2018-04-07,A3a,Verde APE,Fora ponta,R$/MWh,22.25,0.0
145739,Energisa MS,2017-04-08,2018-04-07,A3a,Verde,Fora ponta,R$/MWh,48.42,232.65
145741,Energisa MS,2017-04-08,2018-04-07,A3a,Verde APE,Não se aplica,R$/kW,17.21,0.0
145743,Energisa MS,2017-04-08,2018-04-07,A3a,Verde,Não se aplica,R$/kW,17.21,0.0
145745,Energisa MS,2017-04-08,2018-04-07,A3a,Verde APE,Ponta,R$/MWh,1162.64,0.0
145747,Energisa MS,2017-04-08,2018-04-07,A3a,Verde,Ponta,R$/MWh,1188.82,362.86
145749,Energisa MS,2017-04-08,2018-04-07,A4,Azul APE,Fora ponta,R$/kW,17.21,0.0
145751,Energisa MS,2017-04-08,2018-04-07,A4,Azul APE,Fora ponta,R$/MWh,22.25,0.0
145753,Energisa MS,2017-04-08,2018-04-07,A4,Azul,Fora ponta,R$/kW,17.21,0.0
145755,Energisa MS,2017-04-08,2018-04-07,A4,Azul,Fora ponta,R$/MWh,48.42,232.65
145757,Energisa MS,2017-04-08,2018-04-07,A4,Azul APE,Ponta,R$/kW,47.09,0.0
145759,Energisa MS,2017-04-08,2018-04-07,A4,Azul APE,Ponta,R$/MWh,22.25,0.0
145761,Energisa MS,2017-04-08,2018-04-07,A4,Azul,Ponta,R$/kW,47.09,0.0
145763,Energisa MS,2017-04-08,2018-04-07,A4,Azul,Ponta,R$/MWh,48.42,362.86
145771,Energisa MS,2017-04-08,2018-04-07,A4,Verde APE,Fora ponta,R$/MWh,22.25,0.0
145773,Energisa MS,2017-04-08,2018-04-07,A4,Verde,Fora ponta,R$/MWh,48.42,232.65
145775,Energisa MS,2017-04-08,2018-04-07,A4,Verde APE,Não se aplica,R$/kW,17.21,0.0
145777,Energisa MS,2017-04-08,2018-04-07,A4,Verde,Não se aplica,R$/kW,17.21,0.0
145779,Energisa MS,2017-04-08,2018-04-07,A4,Verde APE,Ponta,R$/MWh,1162.64,0.0
145781,Energisa MS,2017-04-08,2018-04-07,A4,Verde,Ponta,R$/MWh,1188.82,362.86
145838,Energisa MS,2018-04-08,2019-04-07,A2,Azul APE,Fora ponta,R$/kW,6.62,0.0
145841,Energisa MS,2018-04-08,2019-04-07,A2,Azul APE,Fora ponta,R$/MWh,7.91,0.0
145842,Energisa MS,2018-04-08,2019-04-07,A2,Azul,Fora ponta,R$/kW,6.62,0.0
145844,Energisa MS,2018-04-08,2019-04-07,A2,Azul,Fora ponta,R$/MWh,44.91,232.4
145846,Energisa MS,2018-04-08,2019-04-07,A2,Azul APE,Ponta,R$/kW,18.52,0.0
145849,Energisa MS,2018-04-08,2019-04-07,A2,Azul APE,Ponta,R$/MWh,7.91,0.0
145850,Energisa MS,2018-04-08,2019-04-07,A2,Azul,Ponta,R$/kW,18.52,0.0
145853,Energisa MS,2018-04-08,2019-04-07,A2,Azul,Ponta,R$/MWh,44.91,379.7
145894,Energisa MS,2018-04-08,2019-04-07,A3,Azul APE,Fora ponta,R$/kW,14.46,0.0
145897,Energisa MS,2018-04-08,2019-04-07,A3,Azul APE,Fora ponta,R$/MWh,12.96,0.0
145898,Energisa MS,2018-04-08,2019-04-07,A3,Azul,Fora ponta,R$/kW,14.46,0.0
145900,Energisa MS,2018-04-08,2019-04-07,A3,Azul,Fora ponta,R$/MWh,49.96,232.4
145902,Energisa MS,2018-04-08,2019-04-07,A3,Azul APE,Ponta,R$/kW,43.08,0.0
145905,Energisa MS,2018-04-08,2019-04-07,A3,Azul APE,Ponta,R$/MWh,12.96,0.0
145906,Energisa MS,2018-04-08,2019-04-07,A3,Azul,Ponta,R$/kW,43.08,0.0
145909,Energisa MS,2018-04-08,2019-04-07,A3,Azul,Ponta,R$/MWh,49.96,379.7
145910,Energisa MS,2018-04-08,2019-04-07,A3a,Azul APE,Fora ponta,R$/kW,18.87,0.0
145913,Energisa MS,2018-04-08,2019-04-07,A3a,Azul APE,Fora ponta,R$/MWh,18.52,0.0
145914,Energisa MS,2018-04-08,2019-04-07,A3a,Azul,Fora ponta,R$/kW,18.87,0.0
145916,Energisa MS,2018-04-08,2019-04-07,A3a,Azul,Fora ponta,R$/MWh,58.64,232.4
145918,Energisa MS,2018-04-08,2019-04-07,A3a,Azul APE,Ponta,R$/kW,52.35,0.0
145921,Energisa MS,2018-04-08,2019-04-07,A3a,Azul APE,Ponta,R$/MWh,18.52,0.0
145922,Energisa MS,2018-04-08,2019-04-07,A3a,Azul,Ponta,R$/kW,52.35,0.0
145925,Energisa MS,2018-04-08,2019-04-07,A3a,Azul,Ponta,R$/MWh,58.64,379.7
145939,Energisa MS,2018-04-08,2019-04-07,A3a,Verde APE,Fora ponta,R$/MWh,18.52,0.0
145940,Energisa MS,2018-04-08,2019-04-07,A3a,Verde,Fora ponta,R$/MWh,58.64,232.4
145942,Energisa MS,2018-04-08,2019-04-07,A3a,Verde APE,Não se aplica,R$/kW,18.87,0.0
145944,Energisa MS,2018-04-08,2019-04-07,A3a,Verde,Não se aplica,R$/kW,18.87,0.0
145946,Energisa MS,2018-04-08,2019-04-07,A3a,Verde APE,Ponta,R$/MWh,1280.15,0.0
145949,Energisa MS,2018-04-08,2019-04-07,A3a,Verde,Ponta,R$/MWh,1320.26,379.7
145950,Energisa MS,2018-04-08,2019-04-07,A4,Azul APE,Fora ponta,R$/kW,18.87,0.0
145953,Energisa MS,2018-04-08,2019-04-07,A4,Azul APE,Fora ponta,R$/MWh,18.52,0.0
145954,Energisa MS,2018-04-08,2019-04-07,A4,Azul,Fora ponta,R$/kW,18.87,0.0
145956,Energisa MS,2018-04-08,2019-04-07,A4,Azul,Fora ponta,R$/MWh,58.64,232.4
145958,Energisa MS,2018-04-08,2019-04-07,A4,Azul APE,Ponta,R$/kW,52.35,0.0
145961,Energisa MS,2018-04-08,2019-04-07,A4,Azul APE,Ponta,R$/MWh,18.52,0.0
145962,Energisa MS,2018-04-08,2019-04-07,A4,Azul,Ponta,R$/kW,52.35,0.0
145965,Energisa MS,2018-04-08,2019-04-07,A4,Azul,Ponta,R$/MWh,58.64,379.7
145973,Energisa MS,2018-04-08,2019-04-07,A4,Verde APE,Fora ponta,R$/MWh,18.52,0.0
145974,Energisa MS,2018-04-08,2019-04-07,A4,Verde,Fora ponta,R$/MWh,58.64,232.4
145976,Energisa MS,2018-04-08,2019-04-07,A4,Verde APE,Não se aplica,R$/kW,18.87,0.0
145978,Energisa MS,2018-04-08,2019-04-07,A4,Verde,Não se aplica,R$/kW,18.87,0.0
145980,Energisa MS,2018-04-08,2019-04-07,A4,Verde APE,Ponta,R$/MWh,1280.15,0.0
145983,Energisa MS,2018-04-08,2019-04-07,A4,Verde,Ponta,R$/MWh,1320.26,379.7
146046,Energisa MS,2019-04-08,2020-04-07,A2,Azul APE,Fora ponta,R$/kW,6.34,0.0
146049,Energisa MS,2019-04-08,2020-04-07,A2,Azul APE,Fora ponta,R$/MWh,9.26,0.0
146050,Energisa MS,2019-04-08,2020-04-07,A2,Azul,Fora ponta,R$/kW,6.34,0.0
146053,Energisa MS,2019-04-08,2020-04-07,A2,Azul,Fora ponta,R$/MWh,59.37,251.67
146054,Energisa MS,2019-04-08,2020-04-07,A2,Azul APE,Ponta,R$/kW,19.36,0.0
146057,Energisa MS,2019-04-08,2020-04-07,A2,Azul APE,Ponta,R$/MWh,9.26,0.0
146058,Energisa MS,2019-04-08,2020-04-07,A2,Azul,Ponta,R$/kW,19.36,0.0
146061,Energisa MS,2019-04-08,2020-04-07,A2,Azul,Ponta,R$/MWh,59.37,420.02
146110,Energisa MS,2019-04-08,2020-04-07,A3,Azul APE,Fora ponta,R$/kW,14.9,0.0
146113,Energisa MS,2019-04-08,2020-04-07,A3,Azul APE,Fora ponta,R$/MWh,15.37,0.0
146114,Energisa MS,2019-04-08,2020-04-07,A3,Azul,Fora ponta,R$/kW,14.9,0.0
146117,Energisa MS,2019-04-08,2020-04-07,A3,Azul,Fora ponta,R$/MWh,65.49,251.67
146118,Energisa MS,2019-04-08,2020-04-07,A3,Azul APE,Ponta,R$/kW,45.66,0.0
146121,Energisa MS,2019-04-08,2020-04-07,A3,Azul APE,Ponta,R$/MWh,15.37,0.0
146122,Energisa MS,2019-04-08,2020-04-07,A3,Azul,Ponta,R$/kW,45.66,0.0
146125,Energisa MS,2019-04-08,2020-04-07,A3,Azul,Ponta,R$/MWh,65.49,420.02
146126,Energisa MS,2019-04-08,2020-04-07,A3a,Azul APE,Fora ponta,R$/kW,19.67,0.0
146129,Energisa MS,2019-04-08,2020-04-07,A3a,Azul APE,Fora ponta,R$/MWh,21.69,0.0
146130,Energisa MS,2019-04-08,2020-04-07,A3a,Azul,Fora ponta,R$/kW,19.67,0.0
146133,Energisa MS,2019-04-08,2020-04-07,A3a,Azul,Fora ponta,R$/MWh,78.53,251.67
146134,Energisa MS,2019-04-08,2020-04-07,A3a,Azul APE,Ponta,R$/kW,55.81,0.0
146137,Energisa MS,2019-04-08,2020-04-07,A3a,Azul APE,Ponta,R$/MWh,21.69,0.0
146138,Energisa MS,2019-04-08,2020-04-07,A3a,Azul,Ponta,R$/kW,55.81,0.0
146141,Energisa MS,2019-04-08,2020-04-07,A3a,Azul,Ponta,R$/MWh,78.53,420.02
146155,Energisa MS,2019-04-08,2020-04-07,A3a,Verde APE,Fora ponta,R$/MWh,21.69,0.0
146157,Energisa MS,2019-04-08,2020-04-07,A3a,Verde,Fora ponta,R$/MWh,78.53,251.67
146158,Energisa MS,2019-04-08,2020-04-07,A3a,Verde APE,Não se aplica,R$/kW,19.67,0.0
146160,Energisa MS,2019-04-08,2020-04-07,A3a,Verde,Não se aplica,R$/kW,19.67,0.0
146163,Energisa MS,2019-04-08,2020-04-07,A3a,Verde APE,Ponta,R$/MWh,1376.55,0.0
146165,Energisa MS,2019-04-08,2020-04-07,A3a,Verde,Ponta,R$/MWh,1433.39,420.02
146166,Energisa MS,2019-04-08,2020-04-07,A4,Azul APE,Fora ponta,R$/kW,19.67,0.0
146169,Energisa MS,2019-04-08,2020-04-07,A4,Azul APE,Fora ponta,R$/MWh,21.69,0.0
146170,Energisa MS,2019-04-08,2020-04-07,A4,Azul,Fora ponta,R$/kW,19.67,0.0
146173,Energisa MS,2019-04-08,2020-04-07,A4,Azul,Fora ponta,R$/MWh,78.53,251.67
146174,Energisa MS,2019-04-08,2020-04-07,A4,Azul APE,Ponta,R$/kW,55.81,0.0
146177,Energisa MS,2019-04-08,2020-04-07,A4,Azul APE,Ponta,R$/MWh,21.69,0.0
146178,Energisa MS,2019-04-08,2020-04-07,A4,Azul,Ponta,R$/kW,55.81,0.0
146181,Energisa MS,2019-04-08,2020-04-07,A4,Azul,Ponta,R$/MWh,78.53,420.02
146189,Energisa MS,2019-04-08,2020-04-07,A4,Verde APE,Fora ponta,R$/MWh,21.69,0.0
146191,Energisa MS,2019-04-08,2020-04-07,A4,Verde,Fora ponta,R$/MWh,78.53,251.67
146192,Energisa MS,2019-04-08,2020-04-07,A4,Verde APE,Não se aplica,R$/kW,19.67,0.0
146194,Energisa MS,2019-04-08,2020-04-07,A4,Verde,Não se aplica,R$/kW,19.67,0.0
146197,Energisa MS,2019-04-08,2020-04-07,A4,Verde APE,Ponta,R$/MWh,1376.55,0.0
146199,Energisa MS,2019-04-08,2020-04-07,A4,Verde,Ponta,R$/MWh,1433.39,420.02
146262,Energisa MS,2020-04-08,2020-06-30,A2,Azul APE,Fora ponta,R$/kW,6.34,0.0
146265,Energisa MS,2020-07-01,2021-04-07,A2,Azul APE,Fora ponta,R$/kW,7.27,0.0
146268,Energisa MS,2020-04-08,2020-06-30,A2,Azul APE,Fora ponta,R$/MWh,9.26,0.0
146269,Energisa MS,2020-07-01,2021-04-07,A2,Azul APE,Fora ponta,R$/MWh,9.48,0.0
146270,Energisa MS,2020-04-08,2020-06-30,A2,Azul,Fora ponta,R$/kW,6.34,0.0
146273,Energisa MS,2020-07-01,2021-04-07,A2,Azul,Fora ponta,R$/kW,7.27,0.0
146276,Energisa MS,2020-04-08,2020-06-30,A2,Azul,Fora ponta,R$/MWh,59.37,251.67
146277,Energisa MS,2020-07-01,2021-04-07,A2,Azul,Fora ponta,R$/MWh,59.84,260.06
146278,Energisa MS,2020-04-08,2020-06-30,A2,Azul APE,Ponta,R$/kW,19.36,0.0
146281,Energisa MS,2020-07-01,2021-04-07,A2,Azul APE,Ponta,R$/kW,21.25,0.0
146284,Energisa MS,2020-04-08,2020-06-30,A2,Azul APE,Ponta,R$/MWh,9.26,0.0
146285,Energisa MS,2020-07-01,2021-04-07,A2,Azul APE,Ponta,R$/MWh,9.48,0.0
146286,Energisa MS,2020-04-08,2020-06-30,A2,Azul,Ponta,R$/kW,19.36,0.0
146289,Energisa MS,2020-07-01,2021-04-07,A2,Azul,Ponta,R$/kW,21.25,0.0
146292,Energisa MS,2020-04-08,2020-06-30,A2,Azul,Ponta,R$/MWh,59.37,420.02
146293,Energisa MS,2020-07-01,2021-04-07,A2,Azul,Ponta,R$/MWh,59.84,435.01
146386,Energisa MS,2020-04-08,2020-06-30,A3,Azul APE,Fora ponta,R$/kW,14.9,0.0
146389,Energisa MS,2020-07-01,2021-04-07,A3,Azul APE,Fora ponta,R$/kW,16.45,0.0
146392,Energisa MS,2020-04-08,2020-06-30,A3,Azul APE,Fora ponta,R$/MWh,15.37,0.0
146393,Energisa MS,2020-07-01,2021-04-07,A3,Azul APE,Fora ponta,R$/MWh,16.13,0.0
146394,Energisa MS,2020-04-08,2020-06-30,A3,Azul,Fora ponta,R$/kW,14.9,0.0
146397,Energisa MS,2020-07-01,2021-04-07,A3,Azul,Fora ponta,R$/kW,16.45,0.0
146400,Energisa MS,2020-04-08,2020-06-30,A3,Azul,Fora ponta,R$/MWh,65.49,251.67
146401,Energisa MS,2020-07-01,2021-04-07,A3,Azul,Fora ponta,R$/MWh,66.49,260.06
146402,Energisa MS,2020-04-08,2020-06-30,A3,Azul APE,Ponta,R$/kW,45.66,0.0
146405,Energisa MS,2020-07-01,2021-04-07,A3,Azul APE,Ponta,R$/kW,49.76,0.0
146408,Energisa MS,2020-04-08,2020-06-30,A3,Azul APE,Ponta,R$/MWh,15.37,0.0
146409,Energisa MS,2020-07-01,2021-04-07,A3,Azul APE,Ponta,R$/MWh,16.13,0.0
146410,Energisa MS,2020-04-08,2020-06-30,A3,Azul,Ponta,R$/kW,45.66,0.0
146413,Energisa MS,2020-07-01,2021-04-07,A3,Azul,Ponta,R$/kW,49.76,0.0
146416,Energisa MS,2020-04-08,2020-06-30,A3,Azul,Ponta,R$/MWh,65.49,420.02
146417,Energisa MS,2020-07-01,2021-04-07,A3,Azul,Ponta,R$/MWh,66.49,435.01
146418,Energisa MS,2020-04-08,2020-06-30,A3a,Azul APE,Fora ponta,R$/kW,19.67,0.0
146421,Energisa MS,2020-07-01,2021-04-07,A3a,Azul APE,Fora ponta,R$/kW,21.59,0.0
146424,Energisa MS,2020-04-08,2020-06-30,A3a,Azul APE,Fora ponta,R$/MWh,21.69,0.0
146425,Energisa MS,2020-07-01,2021-04-07,A3a,Azul APE,Fora ponta,R$/MWh,22.65,0.0
146426,Energisa MS,2020-04-08,2020-06-30,A3a,Azul,Fora ponta,R$/kW,19.67,0.0
146429,Energisa MS,2020-07-01,2021-04-07,A3a,Azul,Fora ponta,R$/kW,21.59,0.0
146432,Energisa MS,2020-04-08,2020-06-30,A3a,Azul,Fora ponta,R$/MWh,78.53,251.67
146433,Energisa MS,2020-07-01,2021-04-07,A3a,Azul,Fora ponta,R$/MWh,82.55,260.06
146434,Energisa MS,2020-04-08,2020-06-30,A3a,Azul APE,Ponta,R$/kW,55.81,0.0
146437,Energisa MS,2020-07-01,2021-04-07,A3a,Azul APE,Ponta,R$/kW,60.61,0.0
146440,Energisa MS,2020-04-08,2020-06-30,A3a,Azul APE,Ponta,R$/MWh,21.69,0.0
146441,Energisa MS,2020-07-01,2021-04-07,A3a,Azul APE,Ponta,R$/MWh,22.65,0.0
146442,Energisa MS,2020-04-08,2020-06-30,A3a,Azul,Ponta,R$/kW,55.81,0.0
146445,Energisa MS,2020-07-01,2021-04-07,A3a,Azul,Ponta,R$/kW,60.61,0.0
146448,Energisa MS,2020-04-08,2020-06-30,A3a,Azul,Ponta,R$/MWh,78.53,420.02
146449,Energisa MS,2020-07-01,2021-04-07,A3a,Azul,Ponta,R$/MWh,82.55,435.01
146476,Energisa MS,2020-04-08,2020-06-30,A3a,Verde APE,Fora ponta,R$/MWh,21.69,0.0
146477,Energisa MS,2020-07-01,2021-04-07,A3a,Verde APE,Fora ponta,R$/MWh,22.65,0.0
146480,Energisa MS,2020-04-08,2020-06-30,A3a,Verde,Fora ponta,R$/MWh,78.53,251.67
146481,Energisa MS,2020-07-01,2021-04-07,A3a,Verde,Fora ponta,R$/MWh,82.55,260.06
146482,Energisa MS,2020-04-08,2020-06-30,A3a,Verde APE,Não se aplica,R$/kW,19.67,0.0
146485,Energisa MS,2020-07-01,2021-04-07,A3a,Verde APE,Não se aplica,R$/kW,21.59,0.0
146486,Energisa MS,2020-04-08,2020-06-30,A3a,Verde,Não se aplica,R$/kW,19.67,0.0
146489,Energisa MS,2020-07-01,2021-04-07,A3a,Verde,Não se aplica,R$/kW,21.59,0.0
146491,Energisa MS,2020-04-08,2020-06-30,A3a,Verde APE,Ponta,R$/MWh,1376.55,0.0
146493,Energisa MS,2020-07-01,2021-04-07,A3a,Verde APE,Ponta,R$/MWh,1493.95,0.0
146496,Energisa MS,2020-04-08,2020-06-30,A3a,Verde,Ponta,R$/MWh,1433.39,420.02
146497,Energisa MS,2020-07-01,2021-04-07,A3a,Verde,Ponta,R$/MWh,1553.85,435.01
146498,Energisa MS,2020-04-08,2020-06-30,A4,Azul APE,Fora ponta,R$/kW,19.67,0.0
146501,Energisa MS,2020-07-01,2021-04-07,A4,Azul APE,Fora ponta,R$/kW,21.59,0.0
146504,Energisa MS,2020-04-08,2020-06-30,A4,Azul APE,Fora ponta,R$/MWh,21.69,0.0
146505,Energisa MS,2020-07-01,2021-04-07,A4,Azul APE,Fora ponta,R$/MWh,22.65,0.0
146506,Energisa MS,2020-04-08,2020-06-30,A4,Azul,Fora ponta,R$/kW,19.67,0.0
146509,Energisa MS,2020-07-01,2021-04-07,A4,Azul,Fora ponta,R$/kW,21.59,0.0
146512,Energisa MS,2020-04-08,2020-06-30,A4,Azul,Fora ponta,R$/MWh,78.53,251.67
146513,Energisa MS,2020-07-01,2021-04-07,A4,Azul,Fora ponta,R$/MWh,82.55,260.06
146514,Energisa MS,2020-04-08,2020-06-30,A4,Azul APE,Ponta,R$/kW,55.81,0.0
146517,Energisa MS,2020-07-01,2021-04-07,A4,Azul APE,Ponta,R$/kW,60.61,0.0
146520,Energisa MS,2020-04-08,2020-06-30,A4,Azul APE,Ponta,R$/MWh,21.69,0.0
